Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_13_5,Magic Number,The method contains a magic number: 10,1161
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_14_1,Magic Number,The method contains a magic number: 10,1170
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_14_2,Magic Number,The method contains a magic number: 10,1179
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_14_3,Magic Number,The method contains a magic number: 10,1188
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_14_4,Magic Number,The method contains a magic number: 10,1197
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_14_5,Magic Number,The method contains a magic number: 10,1206
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_14_6,Magic Number,The method contains a magic number: 10,1215
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_14_7,Magic Number,The method contains a magic number: 10,1224
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_14_8,Magic Number,The method contains a magic number: 10,1233
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_14_9,Magic Number,The method contains a magic number: 10,1242
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_14_10,Magic Number,The method contains a magic number: 10,1251
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_15_1,Magic Number,The method contains a magic number: 10,1260
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_16_1,Magic Number,The method contains a magic number: 10,1269
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_16_2,Magic Number,The method contains a magic number: 10,1278
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_16_3,Magic Number,The method contains a magic number: 10,1287
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_17_1,Magic Number,The method contains a magic number: 10,1296
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_17_2,Magic Number,The method contains a magic number: 10,1305
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_17_3,Magic Number,The method contains a magic number: 10,1314
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_17_4,Magic Number,The method contains a magic number: 10,1323
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_17_5,Magic Number,The method contains a magic number: 10,1332
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_18_1,Magic Number,The method contains a magic number: 10,1341
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_18_2,Magic Number,The method contains a magic number: 10,1350
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_18_3,Magic Number,The method contains a magic number: 10,1359
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_18_4,Magic Number,The method contains a magic number: 10,1368
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_18_5,Magic Number,The method contains a magic number: 10,1377
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_19_1,Magic Number,The method contains a magic number: 10,1386
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_19_2,Magic Number,The method contains a magic number: 10,1395
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_19_3,Magic Number,The method contains a magic number: 10,1404
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_19_4,Magic Number,The method contains a magic number: 10,1413
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_19_5,Magic Number,The method contains a magic number: 10,1422
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_20_1,Magic Number,The method contains a magic number: 10,1431
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_20_2,Magic Number,The method contains a magic number: 10,1440
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_20_3,Magic Number,The method contains a magic number: 10,1449
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_20_4,Magic Number,The method contains a magic number: 10,1458
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_20_5,Magic Number,The method contains a magic number: 10,1467
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_20_6,Magic Number,The method contains a magic number: 10,1476
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_20_7,Magic Number,The method contains a magic number: 10,1485
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_21_1,Magic Number,The method contains a magic number: 10,1494
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_21_2,Magic Number,The method contains a magic number: 10,1503
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_21_3,Magic Number,The method contains a magic number: 10,1512
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_21_4,Magic Number,The method contains a magic number: 10,1521
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_21_5,Magic Number,The method contains a magic number: 10,1530
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_21_6,Magic Number,The method contains a magic number: 10,1539
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_21_7,Magic Number,The method contains a magic number: 10,1548
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_21_8,Magic Number,The method contains a magic number: 10,1557
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_1,Magic Number,The method contains a magic number: 10,1566
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_2,Magic Number,The method contains a magic number: 10,1575
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_3,Magic Number,The method contains a magic number: 10,1584
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_4,Magic Number,The method contains a magic number: 10,1593
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_5,Magic Number,The method contains a magic number: 10,1602
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_6,Magic Number,The method contains a magic number: 10,1611
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_7,Magic Number,The method contains a magic number: 10,1620
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_8,Magic Number,The method contains a magic number: 10,1629
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_9,Magic Number,The method contains a magic number: 10,1638
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_10,Magic Number,The method contains a magic number: 10,1647
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_11,Magic Number,The method contains a magic number: 10,1656
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_12,Magic Number,The method contains a magic number: 10,1665
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_13,Magic Number,The method contains a magic number: 10,1674
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_14,Magic Number,The method contains a magic number: 10,1683
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_15,Magic Number,The method contains a magic number: 10,1692
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_16,Magic Number,The method contains a magic number: 10,1701
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_17,Magic Number,The method contains a magic number: 10,1710
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_18,Magic Number,The method contains a magic number: 10,1719
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_19,Magic Number,The method contains a magic number: 10,1728
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_20,Magic Number,The method contains a magic number: 10,1737
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_21,Magic Number,The method contains a magic number: 10,1746
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_22,Magic Number,The method contains a magic number: 10,1755
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_23,Magic Number,The method contains a magic number: 10,1764
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_24,Magic Number,The method contains a magic number: 10,1773
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_25,Magic Number,The method contains a magic number: 10,1782
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_26,Magic Number,The method contains a magic number: 10,1791
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_27,Magic Number,The method contains a magic number: 10,1800
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_28,Magic Number,The method contains a magic number: 10,1809
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_29,Magic Number,The method contains a magic number: 10,1818
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_30,Magic Number,The method contains a magic number: 10,1827
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_31,Magic Number,The method contains a magic number: 10,1836
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_32,Magic Number,The method contains a magic number: 10,1845
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_33,Magic Number,The method contains a magic number: 10,1854
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_22_34,Magic Number,The method contains a magic number: 10,1863
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_1,Magic Number,The method contains a magic number: 10,1872
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_2,Magic Number,The method contains a magic number: 10,1881
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_3,Magic Number,The method contains a magic number: 10,1890
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_4,Magic Number,The method contains a magic number: 10,1899
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_5,Magic Number,The method contains a magic number: 10,1908
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_6,Magic Number,The method contains a magic number: 10,1917
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_23_7,Magic Number,The method contains a magic number: 10,1926
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_1_1,Magic Number,The method contains a magic number: 10,1935
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_1_2,Magic Number,The method contains a magic number: 10,1944
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_1_3,Magic Number,The method contains a magic number: 10,1953
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_1_4,Magic Number,The method contains a magic number: 10,1962
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_1_5,Magic Number,The method contains a magic number: 10,1971
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_1_6,Magic Number,The method contains a magic number: 50,1980
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_3_1,Magic Number,The method contains a magic number: 10,1989
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_3_2,Magic Number,The method contains a magic number: 10,1998
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_3_3,Magic Number,The method contains a magic number: 10,2007
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_3_4,Magic Number,The method contains a magic number: 10,2016
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_3_5,Magic Number,The method contains a magic number: 10,2025
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_3_6,Magic Number,The method contains a magic number: 10,2034
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_5_1,Magic Number,The method contains a magic number: 10,2043
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_1,Magic Number,The method contains a magic number: 10,2052
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_2,Magic Number,The method contains a magic number: 10,2061
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_3,Magic Number,The method contains a magic number: 10,2070
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_4,Magic Number,The method contains a magic number: 10,2079
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_5,Magic Number,The method contains a magic number: 10,2088
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_6,Magic Number,The method contains a magic number: 10,2097
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_7,Magic Number,The method contains a magic number: 10,2106
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_8,Magic Number,The method contains a magic number: 10,2115
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_9,Magic Number,The method contains a magic number: 10,2124
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_10,Magic Number,The method contains a magic number: 10,2133
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_11,Magic Number,The method contains a magic number: 10,2142
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_12,Magic Number,The method contains a magic number: 10,2151
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_7_13,Magic Number,The method contains a magic number: 10,2160
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_1,Magic Number,The method contains a magic number: 10,2169
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_2,Magic Number,The method contains a magic number: 10,2178
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_3,Magic Number,The method contains a magic number: 10,2187
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_4,Magic Number,The method contains a magic number: 10,2196
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_5,Magic Number,The method contains a magic number: 10,2205
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_7,Magic Number,The method contains a magic number: 10,2214
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_8,Magic Number,The method contains a magic number: 10,2223
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_9,Magic Number,The method contains a magic number: 10,2232
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_10,Magic Number,The method contains a magic number: 10,2241
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_9_11,Magic Number,The method contains a magic number: 10,2250
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_13_1,Magic Number,The method contains a magic number: 10,2259
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test7_13_2,Magic Number,The method contains a magic number: 10,2268
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_1_1,Magic Number,The method contains a magic number: 10,2277
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_1_2,Magic Number,The method contains a magic number: 20,2286
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_1_3,Magic Number,The method contains a magic number: 70,2295
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_1_4,Magic Number,The method contains a magic number: 375,2304
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_1_5,Magic Number,The method contains a magic number: 750,2313
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_1_6,Magic Number,The method contains a magic number: 1000,2322
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_2_1,Magic Number,The method contains a magic number: 10,2331
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_2_2,Magic Number,The method contains a magic number: 20,2340
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_2_3,Magic Number,The method contains a magic number: 70,2349
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_2_4,Magic Number,The method contains a magic number: 250,2358
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_2_5,Magic Number,The method contains a magic number: 350,2367
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_2_6,Magic Number,The method contains a magic number: 800,2376
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_1,Magic Number,The method contains a magic number: 2000,2385
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_2,Magic Number,The method contains a magic number: 600,2394
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_3,Magic Number,The method contains a magic number: 300,2403
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_4,Magic Number,The method contains a magic number: 250,2412
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_5,Magic Number,The method contains a magic number: 200,2421
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_6,Magic Number,The method contains a magic number: 175,2430
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_7,Magic Number,The method contains a magic number: 175,2439
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_8,Magic Number,The method contains a magic number: 160,2449
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_3_9,Magic Number,The method contains a magic number: 160,2458
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_1,Magic Number,The method contains a magic number: 2300,2467
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_2,Magic Number,The method contains a magic number: 700,2476
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_3,Magic Number,The method contains a magic number: 350,2485
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_4,Magic Number,The method contains a magic number: 175,2494
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_5,Magic Number,The method contains a magic number: 150,2503
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_6,Magic Number,The method contains a magic number: 100,2512
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_7,Magic Number,The method contains a magic number: 125,2521
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_8,Magic Number,The method contains a magic number: 125,2530
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_4_9,Magic Number,The method contains a magic number: 125,2539
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_5_1,Magic Number,The method contains a magic number: 3200,2548
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_5_2,Magic Number,The method contains a magic number: 1300,2557
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_5_3,Magic Number,The method contains a magic number: 700,2566
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_5_4,Magic Number,The method contains a magic number: 450,2575
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_5_5,Magic Number,The method contains a magic number: 250,2584
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_5_6,Magic Number,The method contains a magic number: 150,2593
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_6_1,Magic Number,The method contains a magic number: 3000,2602
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_6_2,Magic Number,The method contains a magic number: 1500,2611
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_6_3,Magic Number,The method contains a magic number: 750,2620
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_6_4,Magic Number,The method contains a magic number: 450,2629
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_6_5,Magic Number,The method contains a magic number: 250,2638
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_6_6,Magic Number,The method contains a magic number: 200,2647
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_7_1,Magic Number,The method contains a magic number: 500,2656
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_7_2,Magic Number,The method contains a magic number: 400,2665
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_7_3,Magic Number,The method contains a magic number: 400,2674
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_7_4,Magic Number,The method contains a magic number: 400,2683
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_7_5,Magic Number,The method contains a magic number: 550,2692
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_7_6,Magic Number,The method contains a magic number: 850,2701
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_8_1,Magic Number,The method contains a magic number: 300,2710
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_8_2,Magic Number,The method contains a magic number: 320,2719
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_8_3,Magic Number,The method contains a magic number: 400,2728
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_8_4,Magic Number,The method contains a magic number: 400,2737
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_8_5,Magic Number,The method contains a magic number: 470,2746
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test9_8_6,Magic Number,The method contains a magic number: 770,2755
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test10_1_1,Magic Number,The method contains a magic number: 10,2764
.,org.java_websocket.example,AutobahnClientTest,main,Complex Method,Cyclomatic complexity of the method is 12,44
.,org.java_websocket.example,AutobahnClientTest,main,Long Method,The method has 106 lines of code.,44
.,org.java_websocket.example,AutobahnClientTest,main,Magic Number,The method contains a magic number: 9003,44
.,org.java_websocket.example,AutobahnClientTest,main,Magic Number,The method contains a magic number: 3,44
.,org.java_websocket.example,AutobahnClientTest,main,Magic Number,The method contains a magic number: 2,44
.,org.java_websocket.example,AutobahnClientTest,main,Magic Number,The method contains a magic number: 3,44
.,org.java_websocket.example,AutobahnServerTest,main,Magic Number,The method contains a magic number: 9003,90
.,org.java_websocket.example,AutobahnSSLServerTest,main,Magic Number,The method contains a magic number: 9003,90
.,org.java_websocket.issues,Issue1142Test,testWithoutSSLSession,Empty catch clause,The method has an empty catch block.,32
.,org.java_websocket.issues,Issue1142Test,testWithoutSSLSession,Magic Number,The method contains a magic number: 4000,32
.,org.java_websocket.issues,Issue1142Test,testWithSSLSession,Magic Number,The method contains a magic number: 4000,69
.,org.java_websocket.issues,Issue1160Test,nonFatalErrorShallBeHandledByServer,Magic Number,The method contains a magic number: 5000,48
.,org.java_websocket.issues,Issue1160Test,nonFatalErrorShallBeHandledByServer,Magic Number,The method contains a magic number: 10,48
.,org.java_websocket.issues,Issue1160Test,nonFatalErrorShallBeHandledByServer,Magic Number,The method contains a magic number: 3,48
.,org.java_websocket.issues,Issue1160Test,nonFatalErrorShallBeHandledByServer,Magic Number,The method contains a magic number: 10,48
.,org.java_websocket.issues,Issue1160Test,nonFatalErrorShallBeHandledByServer,Magic Number,The method contains a magic number: 100,48
.,org.java_websocket.issues,Issue1160Test,fatalErrorShallNotBeHandledByServer,Magic Number,The method contains a magic number: 5000,107
.,org.java_websocket.issues,Issue1160Test,fatalErrorShallNotBeHandledByServer,Magic Number,The method contains a magic number: 10,107
.,org.java_websocket.issues,Issue1160Test,fatalErrorShallNotBeHandledByServer,Magic Number,The method contains a magic number: 10,107
.,org.java_websocket.issues,Issue1160Test,fatalErrorShallNotBeHandledByServer,Magic Number,The method contains a magic number: 100,107
.,org.java_websocket.issues,Issue1203Test,testIssue,Magic Number,The method contains a magic number: 50000,25
.,org.java_websocket.issues,Issue1203Test,testIssue,Magic Number,The method contains a magic number: 10,25
.,org.java_websocket.issues,Issue1203Test,testIssue,Magic Number,The method contains a magic number: 10,25
.,org.java_websocket.issues,Issue1203Test,testIssue,Magic Number,The method contains a magic number: 15000,25
.,org.java_websocket.issues,Issue1203Test,testIssue,Magic Number,The method contains a magic number: 30000,25
.,org.java_websocket.issues,Issue256Test,startServer,Magic Number,The method contains a magic number: 16,66
.,org.java_websocket.issues,Issue256Test,runTestScenarioReconnect,Magic Number,The method contains a magic number: 2,103
.,org.java_websocket.issues,Issue256Test,runReconnectSocketClose,Magic Number,The method contains a magic number: 5000,154
.,org.java_websocket.issues,Issue256Test,runReconnectCloseBlocking,Magic Number,The method contains a magic number: 5000,159
.,org.java_websocket.issues,Issue580Test,runTestScenario,Magic Number,The method contains a magic number: 100,58
.,org.java_websocket.issues,Issue598Test,runTestScenario,Complex Method,Cyclomatic complexity of the method is 30,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Long Method,The method has 112 lines of code.,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 2,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 3,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 10,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 4,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 5,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 6,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 7,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 9,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 4,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 10,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 10,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 4,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 2,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 6,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 2,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 6,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 5,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 2,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 10,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 2,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 2,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 9,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 5,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 3,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 7,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 10,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 9,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 3,55
.,org.java_websocket.issues,Issue598Test,runTestScenario,Magic Number,The method contains a magic number: 7,55
.,org.java_websocket.issues,Issue598Test,runBelowLimitBytebuffer,Magic Number,The method contains a magic number: 2000,192
.,org.java_websocket.issues,Issue598Test,runBelowSplitLimitBytebuffer,Magic Number,The method contains a magic number: 2000,197
.,org.java_websocket.issues,Issue598Test,runBelowLimitString,Magic Number,The method contains a magic number: 2000,202
.,org.java_websocket.issues,Issue598Test,runBelowLimitString,Magic Number,The method contains a magic number: 2,202
.,org.java_websocket.issues,Issue598Test,runBelowSplitLimitString,Magic Number,The method contains a magic number: 2000,207
.,org.java_websocket.issues,Issue598Test,runBelowSplitLimitString,Magic Number,The method contains a magic number: 3,207
.,org.java_websocket.issues,Issue598Test,runAboveLimitBytebuffer,Magic Number,The method contains a magic number: 4,212
.,org.java_websocket.issues,Issue598Test,runAboveSplitLimitBytebuffer,Magic Number,The method contains a magic number: 2000,218
.,org.java_websocket.issues,Issue598Test,runAboveSplitLimitBytebuffer,Magic Number,The method contains a magic number: 5,218
.,org.java_websocket.issues,Issue598Test,runAboveLimitString,Magic Number,The method contains a magic number: 2000,223
.,org.java_websocket.issues,Issue598Test,runAboveLimitString,Magic Number,The method contains a magic number: 6,223
.,org.java_websocket.issues,Issue598Test,runAboveSplitLimitString,Magic Number,The method contains a magic number: 2000,228
.,org.java_websocket.issues,Issue598Test,runAboveSplitLimitString,Magic Number,The method contains a magic number: 7,228
.,org.java_websocket.issues,Issue661Test,testIssue,Empty catch clause,The method has an empty catch block.,53
.,org.java_websocket.issues,Issue661Test,testIssue,Magic Number,The method contains a magic number: 2000,53
.,org.java_websocket.issues,Issue661Test,testIssue,Magic Number,The method contains a magic number: 1000,53
.,org.java_websocket.issues,Issue661Test,testIssue,Magic Number,The method contains a magic number: 100,53
